price_id,daily_price,weekly_price,monthly_price,cleaning_fee,security_deposit
3495,55.0,,,30.0,200.0
3496,53.0,420.0,1500.0,20.0,100.0
3497,82.0,,,69.0,
3498,69.0,500.0,1300.0,,150.0
3499,90.0,,,25.0,
3500,295.0,,,,
3501,129.0,,,25.0,
3502,75.0,,,20.0,150.0
3503,175.0,1500.0,,85.0,800.0
3504,400.0,,,,
3505,94.0,550.0,2100.0,120.0,300.0
3506,60.0,,,20.0,
3507,85.0,,,,
3508,98.0,,,,
3509,85.0,,,25.0,250.0
3510,105.0,,,30.0,
3511,200.0,,,,
3512,125.0,300.0,1000.0,,
3513,60.0,,,30.0,250.0
3514,250.0,,,,
3515,79.0,450.0,1100.0,35.0,
3516,1500.0,,,120.0,
3517,69.0,,,,
3518,48.0,320.0,1250.0,10.0,100.0
3519,52.0,440.0,1550.0,10.0,100.0
3520,287.0,,4300.0,150.0,
3521,85.0,,1200.0,,
3522,85.0,,,40.0,1500.0
3523,1500.0,,,100.0,3000.0
3524,45.0,,,30.0,
3525,110.0,,,100.0,300.0
3526,139.0,,,75.0,500.0
3527,79.0,480.0,1200.0,50.0,
3528,325.0,2500.0,10000.0,200.0,1500.0
3529,109.0,,,60.0,200.0
3530,130.0,,,35.0,250.0
3531,85.0,,,100.0,200.0
3532,75.0,,,50.0,250.0
3533,70.0,,,,
3534,175.0,,,100.0,
3535,100.0,,,20.0,
3536,319.0,,,99.0,500.0
3537,59.0,,,35.0,
3538,75.0,,,25.0,
3539,200.0,1225.0,4500.0,75.0,200.0
3540,60.0,,,100.0,200.0
3541,685.0,,,250.0,1500.0
3542,59.0,,,35.0,150.0
3543,2000.0,,,200.0,1000.0
3544,220.0,,,120.0,
3545,200.0,,,,
3546,335.0,,,175.0,1000.0
3547,275.0,595.0,1950.0,150.0,500.0
3548,89.0,400.0,1200.0,,
3549,55.0,,,8.0,150.0
3550,99.0,,,100.0,1000.0
3551,52.0,400.0,,,520.0
3552,100.0,,,,
3553,101.0,,,40.0,100.0
3554,100.0,,,,
3555,79.0,,,25.0,200.0
3556,49.0,,,10.0,
3557,185.0,,,75.0,
3558,100.0,,,,
3559,130.0,,,55.0,
3560,50.0,,,50.0,250.0
3561,45.0,300.0,999.0,50.0,
3562,75.0,450.0,1600.0,40.0,200.0
3563,100.0,,,,
3564,135.0,,,45.0,250.0
3565,50.0,,,30.0,500.0
3566,79.0,479.0,1779.0,59.0,299.0
3567,80.0,,,,
3568,60.0,,,10.0,300.0
3569,195.0,,,105.0,455.0
3570,139.0,,,50.0,200.0
3571,100.0,,,,
3572,25.0,,,5.0,
3573,100.0,600.0,2000.0,,
3574,40.0,,,,
3575,189.0,,,198.0,500.0
3576,150.0,,,30.0,
3577,50.0,,,,
3578,40.0,,,30.0,95.0
3579,125.0,,,10.0,
3580,90.0,700.0,,85.0,150.0
3581,88.0,299.0,1299.0,49.0,100.0
3582,150.0,,,60.0,
3583,175.0,1000.0,3500.0,100.0,500.0
3584,22.0,,,25.0,
3585,44.0,,,,
3586,69.0,,,10.0,
3587,250.0,,,,
3588,43.0,,,15.0,
3589,59.0,,,10.0,
3590,62.0,,,30.0,250.0
3591,135.0,,,100.0,
3592,50.0,,1505.0,45.0,
3593,49.0,,,20.0,
3594,49.0,,,10.0,
3595,46.0,,,45.0,250.0
3596,150.0,475.0,1951.0,10.0,
3597,49.0,,,20.0,
3598,60.0,,,25.0,
3599,65.0,,,,
3600,50.0,395.0,,50.0,500.0
3601,120.0,,,100.0,100.0
3602,99.0,,,70.0,
3603,70.0,,,,
3604,119.0,,,85.0,500.0
3605,49.0,,,5.0,200.0
3606,47.0,,,25.0,
3607,60.0,,,25.0,
3608,80.0,,,,
3609,96.0,350.0,999.0,,
3610,70.0,,,55.0,100.0
3611,55.0,375.0,1560.0,15.0,
3612,43.0,400.0,1050.0,40.0,150.0
3613,250.0,,,100.0,200.0
3614,74.0,,,65.0,100.0
3615,50.0,,,,
3616,50.0,,,50.0,500.0
3617,98.0,,,70.0,
3618,40.0,,,,
3619,150.0,,,40.0,120.0
3620,97.0,,,85.0,200.0
3621,75.0,,,,
3622,65.0,400.0,1500.0,5.0,
3623,75.0,,,,
3624,135.0,,,50.0,100.0
3625,135.0,,,50.0,100.0
3626,125.0,,,50.0,100.0
3627,33.0,,,,
3628,42.0,,,,
3629,50.0,,,10.0,
3630,95.0,,,,
3631,150.0,,,,
3632,41.0,,,15.0,
3633,50.0,,,30.0,100.0
3634,20.0,,,,
3635,989.0,,,290.0,600.0
3636,78.0,,,25.0,100.0
3637,65.0,400.0,1500.0,10.0,
3638,65.0,380.0,,,
3639,65.0,,,25.0,
3640,50.0,330.0,1300.0,10.0,
3641,100.0,,,,
3642,50.0,225.0,850.0,,
3643,50.0,330.0,1300.0,12.0,
3644,99.0,500.0,1099.0,50.0,300.0
3645,165.0,,,,
3646,55.0,,,,
3647,199.0,,,75.0,1000.0
3648,125.0,,,,300.0
3649,70.0,,,10.0,
3650,90.0,547.0,,75.0,250.0
3651,96.0,679.0,999.0,50.0,200.0
3652,72.0,,,60.0,200.0
3653,215.0,,,,
3654,60.0,375.0,,,
3655,35.0,245.0,1050.0,,
3656,88.0,470.0,1450.0,,
3657,38.0,,,,
3658,75.0,300.0,1000.0,150.0,700.0
3659,500.0,,,200.0,500.0
3660,136.0,1150.0,4350.0,100.0,1000.0
3661,69.0,,,,
3662,101.0,,,,500.0
3663,150.0,,,,
3664,100.0,,,60.0,200.0
3665,50.0,,,,
3666,300.0,,,120.0,500.0
3667,45.0,,,35.0,100.0
3668,59.0,,,18.0,
3669,93.0,,,85.0,1500.0
3670,130.0,,,25.0,150.0
3671,140.0,900.0,,75.0,
3672,31.0,,,12.0,100.0
3673,81.0,549.0,1995.0,45.0,
3674,88.0,,,10.0,108.0
3675,75.0,,,,
3676,108.0,,,18.0,
3677,75.0,,,,
3678,45.0,,,35.0,100.0
3679,60.0,,,20.0,
3680,50.0,,,40.0,
3681,55.0,,,50.0,
3682,100.0,,,,
3683,185.0,,,25.0,
3684,99.0,,,25.0,100.0
3685,250.0,,,,
3686,54.0,,,,
3687,60.0,,,,
3688,45.0,,,25.0,100.0
3689,600.0,,,60.0,250.0
3690,33.0,,,15.0,100.0
3691,58.0,,,,800.0
3692,97.0,,,,
3693,87.0,,,50.0,
3694,135.0,,,,
3695,100.0,,,25.0,
3696,105.0,750.0,3000.0,25.0,
3697,137.0,,,150.0,500.0
3698,110.0,630.0,2350.0,95.0,500.0
3699,465.0,4200.0,16800.0,250.0,2500.0
3700,245.0,,,50.0,
3701,95.0,,,15.0,
3702,95.0,,,18.0,
3703,1500.0,,,200.0,1500.0
3704,145.0,,,75.0,
3705,65.0,550.0,1350.0,,
3706,48.0,,,15.0,
3707,120.0,,,15.0,150.0
3708,125.0,,,60.0,100.0
3709,105.0,,,75.0,100.0
3710,450.0,2700.0,8900.0,180.0,500.0
3711,105.0,,,25.0,
3712,169.0,950.0,3400.0,95.0,750.0
3713,200.0,1700.0,6500.0,50.0,
3714,57.0,,,,
3715,90.0,,,25.0,
3716,400.0,,,200.0,
3717,124.0,,,45.0,150.0
3718,95.0,725.0,1675.0,75.0,500.0
3719,125.0,,,15.0,
3720,445.0,,,250.0,500.0
3721,79.0,,,,
3722,300.0,,,100.0,300.0
3723,225.0,,,50.0,
3724,125.0,600.0,1900.0,,1500.0
3725,125.0,,,40.0,
3726,94.0,,,10.0,
3727,85.0,,,15.0,
3728,60.0,350.0,1300.0,35.0,150.0
3729,118.0,750.0,,95.0,750.0
3730,145.0,,,50.0,
3731,175.0,,,,
3732,169.0,,,25.0,100.0
3733,50.0,,,40.0,200.0
3734,79.0,500.0,1600.0,25.0,
3735,120.0,,,50.0,150.0
3736,3000.0,,,,
3737,125.0,,,100.0,100.0
3738,165.0,,,75.0,150.0
3739,79.0,,,,
3740,65.0,,,,
3741,90.0,,,65.0,200.0
3742,110.0,,,10.0,
3743,65.0,,,50.0,200.0
3744,77.0,458.0,1617.0,,
3745,100.0,,,15.0,
3746,80.0,,,,
3747,60.0,,,25.0,150.0
3748,55.0,390.0,,30.0,150.0
3749,25.0,,,,
3750,53.0,,,52.0,
3751,150.0,,,40.0,
3752,159.0,,,50.0,150.0
3753,98.0,,,65.0,100.0
3754,60.0,,,,
3755,300.0,,,,
3756,77.0,,,25.0,200.0
3757,199.0,,,60.0,300.0
3758,39.0,,,,
3759,50.0,,,15.0,
3760,112.0,785.0,3000.0,50.0,
3761,89.0,,,25.0,300.0
3762,200.0,,,90.0,500.0
3763,1000.0,,,,
3764,90.0,,,90.0,150.0
3765,160.0,,,65.0,
3766,108.0,,,88.0,300.0
3767,200.0,,,30.0,
3768,56.0,250.0,819.0,10.0,
3769,145.0,,,80.0,400.0
3770,50.0,280.0,800.0,25.0,300.0
3771,80.0,500.0,1700.0,50.0,100.0
3772,70.0,600.0,,50.0,
3773,50.0,,,,
3774,175.0,,,20.0,100.0
3775,100.0,,,50.0,150.0
3776,106.0,,,20.0,
3777,116.0,,,43.0,
3778,75.0,,,55.0,180.0
3779,120.0,,,,
3780,45.0,425.0,1600.0,30.0,
3781,79.0,500.0,1600.0,25.0,
3782,142.0,,,50.0,150.0
3783,50.0,,,30.0,400.0
3784,189.0,,,75.0,150.0
3785,35.0,,,,
3786,172.0,,,85.0,150.0
3787,100.0,,,50.0,200.0
3788,99.0,,,65.0,200.0
3789,89.0,,,25.0,200.0
3790,57.0,375.0,1350.0,,
3791,77.0,417.0,1470.0,,
3792,60.0,,,10.0,100.0
3793,129.0,,,65.0,200.0
3794,135.0,,,100.0,100.0
3795,500.0,,,50.0,100.0
3796,350.0,,,120.0,350.0
3797,60.0,,,30.0,
3798,95.0,,,,150.0
3799,247.0,,,99.0,150.0
3800,45.0,,,,
3801,199.0,,,110.0,300.0
3802,199.0,,,110.0,300.0
3803,175.0,,,100.0,150.0
3804,80.0,,,20.0,95.0
3805,96.0,,,50.0,200.0
3806,118.0,,,55.0,250.0
3807,85.0,,,15.0,100.0
3808,220.0,,,20.0,
3809,132.0,,,60.0,500.0
3810,52.0,,,25.0,200.0
3811,200.0,,,69.0,
3812,70.0,,,15.0,
3813,100.0,,,25.0,500.0
3814,35.0,,,10.0,
3815,114.0,,,,
3816,275.0,,,125.0,500.0
3817,89.0,672.0,2370.0,20.0,100.0
3818,135.0,,,,
3819,148.0,,,35.0,
3820,80.0,,,,
3821,40.0,,,25.0,
3822,90.0,,,,
3823,375.0,,,,
3824,125.0,,,,
3825,70.0,450.0,,30.0,
3826,95.0,,,25.0,
3827,142.0,950.0,3400.0,60.0,300.0
3828,48.0,,,25.0,
3829,129.0,,,45.0,300.0
3830,100.0,425.0,1325.0,75.0,
3831,1000.0,5000.0,,100.0,1000.0
3832,55.0,,,35.0,
3833,100.0,,,15.0,100.0
3834,65.0,,,10.0,
3835,125.0,720.0,,55.0,199.0
3836,190.0,1300.0,,100.0,400.0
3837,75.0,,,40.0,150.0
3838,198.0,,,30.0,
3839,65.0,,,,
3840,154.0,,,,100.0
3841,85.0,,,,
3842,245.0,1350.0,5700.0,,1000.0
3843,225.0,,,100.0,500.0
3844,70.0,,,,
3845,75.0,,,,
3846,419.0,,,100.0,
3847,250.0,,,125.0,400.0
3848,65.0,,,65.0,100.0
3849,345.0,,,120.0,4000.0
3850,299.0,,,125.0,300.0
3851,149.0,,,115.0,200.0
3852,85.0,500.0,1800.0,,
3853,59.0,,,,
3854,215.0,1250.0,4500.0,120.0,1250.0
3855,100.0,,1845.0,,
3856,120.0,,,,
3857,200.0,1200.0,,80.0,100.0
3858,175.0,,,25.0,100.0
3859,65.0,,,25.0,
3860,53.0,350.0,1050.0,35.0,
3861,100.0,,,75.0,100.0
3862,275.0,,,150.0,500.0
3863,82.0,425.0,1450.0,25.0,325.0
3864,105.0,,,50.0,125.0
3865,79.0,,,20.0,
3866,120.0,490.0,,30.0,
3867,85.0,,,,100.0
3868,70.0,430.0,,10.0,
3869,148.0,,,20.0,
3870,275.0,,,100.0,250.0
3871,275.0,,,100.0,200.0
3872,150.0,1000.0,4000.0,85.0,500.0
3873,250.0,,,,3000.0
3874,69.0,,,20.0,
3875,88.0,495.0,,,
3876,90.0,,,50.0,500.0
3877,78.0,,,70.0,250.0
3878,170.0,1100.0,4000.0,80.0,400.0
3879,56.0,300.0,1000.0,35.0,
3880,79.0,,,,
3881,70.0,405.0,,10.0,
3882,245.0,1515.0,5950.0,,1000.0
3883,31.0,,,,
3884,100.0,,,,
3885,125.0,,,100.0,500.0
3886,49.0,300.0,910.0,18.0,95.0
3887,105.0,645.0,,40.0,150.0
3888,80.0,,,60.0,100.0
3889,100.0,600.0,1800.0,40.0,
3890,148.0,,,100.0,150.0
3891,300.0,,,125.0,
3892,199.0,,,75.0,200.0
3893,599.0,,,140.0,
3894,69.0,,,20.0,
3895,75.0,,,,
3896,60.0,,,30.0,
3897,70.0,,,,
3898,50.0,,,,
3899,175.0,,,50.0,
3900,99.0,699.0,,80.0,150.0
3901,129.0,,,40.0,100.0
3902,235.0,,,150.0,500.0
3903,90.0,560.0,,65.0,100.0
3904,50.0,,,,
3905,145.0,1000.0,3800.0,100.0,500.0
3906,158.0,1136.0,4011.0,25.0,300.0
3907,99.0,500.0,1800.0,20.0,199.0
3908,100.0,,,30.0,100.0
3909,150.0,,,80.0,
3910,90.0,,,50.0,500.0
3911,70.0,,,40.0,300.0
3912,169.0,,,90.0,
3913,120.0,,,100.0,1000.0
3914,100.0,,,,
3915,80.0,,,,
3916,75.0,650.0,1800.0,35.0,
3917,75.0,,,55.0,100.0
3918,50.0,,,,
3919,100.0,500.0,1800.0,,
3920,80.0,450.0,1500.0,40.0,
3921,68.0,365.0,1280.0,20.0,
3922,100.0,535.0,1950.0,40.0,
3923,149.0,,,100.0,200.0
3924,100.0,,,,
3925,159.0,,,120.0,400.0
3926,100.0,,,,
3927,85.0,,,12.0,
3928,75.0,,,40.0,100.0
3929,225.0,1450.0,,60.0,500.0
3930,350.0,1400.0,,50.0,500.0
3931,36.0,,,10.0,
3932,95.0,,,35.0,
3933,109.0,595.0,2380.0,80.0,500.0
3934,200.0,,,100.0,500.0
3935,200.0,,,100.0,300.0
3936,57.0,,,50.0,100.0
3937,56.0,,,,
3938,140.0,950.0,3600.0,50.0,300.0
3939,145.0,895.0,3150.0,,500.0
3940,45.0,,,75.0,
3941,640.0,3095.0,11950.0,100.0,2000.0
3942,50.0,350.0,1450.0,50.0,325.0
3943,63.0,,,25.0,200.0
3944,27.0,,,,
3945,55.0,425.0,1400.0,60.0,
3946,56.0,,,18.0,95.0
3947,50.0,,,15.0,
3948,110.0,,,25.0,
3949,58.0,,,,
3950,79.0,,,20.0,
3951,5000.0,,,,2500.0
3952,145.0,,,70.0,
3953,65.0,,,20.0,150.0
3954,199.0,1575.0,6050.0,90.0,400.0
3955,85.0,,,25.0,
3956,75.0,,,30.0,
3957,155.0,,,75.0,650.0
3958,60.0,,,,
3959,99.0,,,35.0,500.0
3960,59.0,385.0,1520.0,,
3961,168.0,,,35.0,
3962,100.0,,,15.0,100.0
3963,129.0,,,80.0,150.0
3964,38.0,,,,
3965,190.0,,,,
3966,99.0,,,150.0,1000.0
3967,95.0,555.0,,55.0,150.0
3968,119.0,,,80.0,150.0
3969,75.0,,,10.0,
3970,150.0,,,,
3971,155.0,,,75.0,250.0
3972,125.0,,,50.0,300.0
3973,89.0,650.0,2350.0,70.0,250.0
3974,135.0,1000.0,2500.0,100.0,600.0
3975,108.0,,,40.0,150.0
3976,125.0,1250.0,,75.0,250.0
3977,68.0,450.0,1600.0,,
3978,216.0,,,180.0,500.0
3979,45.0,,,35.0,
3980,98.0,600.0,,45.0,150.0
3981,175.0,1000.0,3500.0,60.0,
3982,155.0,,,75.0,250.0
3983,70.0,625.0,2150.0,25.0,
3984,99.0,600.0,2000.0,40.0,150.0
3985,120.0,,,60.0,100.0
3986,110.0,,,75.0,150.0
3987,125.0,,,50.0,
3988,300.0,,,150.0,250.0
3989,85.0,,,20.0,100.0
3990,200.0,,,,300.0
3991,69.0,379.0,1289.0,39.0,
3992,200.0,1000.0,3400.0,100.0,250.0
3993,249.0,1400.0,5000.0,80.0,500.0
3994,80.0,,,70.0,150.0
3995,69.0,,,15.0,250.0
3996,60.0,,,,
3997,60.0,325.0,1200.0,,
3998,215.0,,,120.0,500.0
3999,74.0,,,40.0,
4000,100.0,,,60.0,500.0
4001,75.0,,,,
4002,209.0,1400.0,5000.0,60.0,350.0
4003,105.0,,,,
4004,225.0,,,120.0,500.0
4005,260.0,,,150.0,200.0
4006,75.0,,,,
4007,99.0,,,15.0,
4008,60.0,,,20.0,100.0
4009,90.0,,,25.0,
4010,37.0,,,,
4011,62.0,,,10.0,
4012,60.0,,,20.0,
4013,75.0,,,25.0,100.0
4014,129.0,,,152.0,
4015,100.0,,,30.0,120.0
4016,250.0,,,150.0,1000.0
4017,67.0,330.0,1175.0,15.0,
4018,75.0,,,,
4019,69.0,515.0,,20.0,
4020,66.0,500.0,2000.0,25.0,95.0
4021,147.0,,,25.0,
4022,69.0,,,,
4023,56.0,,,25.0,
4024,69.0,,,20.0,
4025,120.0,500.0,,,
4026,68.0,,,30.0,500.0
4027,499.0,,,80.0,
4028,43.0,,,,
4029,89.0,,,10.0,
4030,75.0,580.0,2500.0,35.0,100.0
4031,100.0,475.0,1575.0,75.0,
4032,285.0,,,140.0,500.0
4033,85.0,,,45.0,
4034,69.0,,,20.0,
4035,150.0,,,75.0,
4036,250.0,,,,
4037,109.0,,,55.0,100.0
4038,75.0,,,30.0,
4039,165.0,1000.0,4000.0,100.0,500.0
4040,69.0,,,15.0,200.0
4041,149.0,999.0,3999.0,80.0,500.0
4042,99.0,,,59.0,300.0
4043,150.0,1000.0,,200.0,400.0
4044,150.0,,,57.0,100.0
4045,235.0,,,120.0,
4046,205.0,1200.0,,120.0,500.0
4047,499.0,,,,500.0
4048,88.0,,,50.0,300.0
4049,70.0,,,25.0,
4050,135.0,,,60.0,500.0
4051,145.0,,,,
4052,375.0,,,120.0,400.0
4053,58.0,,,,
4054,122.0,904.0,2851.0,240.0,500.0
4055,300.0,244.0,750.0,10.0,100.0
4056,39.0,,,,
4057,121.0,,,159.0,
4058,300.0,,,100.0,100.0
4059,149.0,,,55.0,250.0
4060,125.0,,,50.0,100.0
4061,245.0,,,250.0,2000.0
4062,195.0,,,85.0,100.0
4063,215.0,,,90.0,
4064,40.0,,,15.0,
4065,75.0,,,20.0,250.0
4066,105.0,600.0,,,100.0
4067,19.0,,,,
4068,49.0,330.0,1290.0,,
4069,80.0,,,,250.0
4070,173.0,,,,
4071,390.0,2000.0,6500.0,100.0,100.0
4072,85.0,,,15.0,150.0
4073,195.0,,,50.0,250.0
4074,325.0,,4600.0,90.0,300.0
4075,79.0,,,25.0,
4076,45.0,,,5.0,200.0
4077,75.0,580.0,2000.0,,250.0
4078,72.0,,,50.0,
4079,40.0,,,,
4080,50.0,,,,
4081,109.0,,,60.0,
4082,75.0,,,25.0,
4083,60.0,,,5.0,
4084,59.0,,,35.0,95.0
4085,120.0,,,75.0,500.0
4086,135.0,,,80.0,400.0
4087,46.0,,,10.0,
4088,60.0,200.0,590.0,,
4089,359.0,,,80.0,500.0
4090,50.0,,,20.0,
4091,230.0,1500.0,5500.0,80.0,750.0
4092,50.0,,,,
4093,89.0,,,,
4094,55.0,,,,
4095,129.0,,,,398.0
4096,49.0,,,,
4097,70.0,,,,
4098,215.0,,,70.0,300.0
4099,169.0,,,110.0,250.0
4100,90.0,,,65.0,2000.0
4101,40.0,,,10.0,100.0
4102,73.0,,,55.0,200.0
4103,129.0,950.0,,40.0,95.0
4104,43.0,,,12.0,
4105,69.0,,,35.0,150.0
4106,80.0,,,50.0,300.0
4107,40.0,,,,
4108,170.0,,,125.0,250.0
4109,72.0,,,,
4110,89.0,,,50.0,
4111,96.0,,,25.0,
4112,100.0,1250.0,5000.0,150.0,250.0
4113,95.0,,,,298.0
4114,73.0,375.0,1425.0,100.0,200.0
4115,79.0,,,25.0,200.0
4116,74.0,,,,
4117,48.0,,,15.0,100.0
4118,90.0,,,35.0,100.0
4119,50.0,,,,
4120,48.0,,,,
4121,175.0,,,50.0,300.0
4122,23.0,,,,
4123,42.0,,,,
4124,50.0,,,,
4125,48.0,,,15.0,100.0
4126,1180.0,10000.0,30000.0,100.0,500.0
4127,200.0,,,,
4128,85.0,500.0,1000.0,25.0,
4129,35.0,,,,
4130,77.0,,,,
4131,46.0,,,15.0,
4132,49.0,349.0,1199.0,30.0,
4133,65.0,250.0,700.0,,
4134,59.0,450.0,1250.0,10.0,
4135,115.0,,,,
4136,35.0,,,,
4137,170.0,,,,
4138,38.0,,,30.0,200.0
4139,49.0,370.0,1300.0,10.0,0.0
4140,125.0,400.0,1500.0,,
4141,50.0,,,15.0,100.0
4142,55.0,411.0,1449.0,,250.0
4143,34.0,,,10.0,
4144,50.0,400.0,1500.0,10.0,
4145,79.0,,,65.0,
4146,55.0,350.0,1400.0,30.0,
4147,50.0,,,5.0,
4148,50.0,,,,
4149,160.0,,,,
4150,100.0,,,25.0,100.0
4151,109.0,,,,
4152,85.0,,,10.0,
4153,89.0,,,,
4154,99.0,650.0,2250.0,50.0,1000.0
4155,195.0,,,75.0,300.0
4156,97.0,600.0,,20.0,
4157,41.0,,,,
4158,65.0,,,15.0,
4159,100.0,,,15.0,
4160,125.0,,,5.0,
4161,55.0,,,25.0,
4162,100.0,,,,
4163,59.0,362.0,,,
4164,150.0,,,,
4165,60.0,,,10.0,100.0
4166,125.0,977.0,4178.0,80.0,250.0
4167,225.0,,,50.0,
4168,199.0,,,80.0,200.0
4169,150.0,,,,
4170,85.0,650.0,2500.0,30.0,100.0
4171,99.0,,,75.0,250.0
4172,200.0,,,,
4173,69.0,619.0,,25.0,
4174,110.0,660.0,2600.0,75.0,250.0
4175,279.0,,,75.0,
4176,134.0,,,60.0,
4177,65.0,,,35.0,
4178,195.0,,,95.0,500.0
4179,149.0,,,100.0,150.0
4180,215.0,,,65.0,
4181,2000.0,,,150.0,250.0
4182,149.0,1500.0,6000.0,70.0,
4183,555.0,,,130.0,399.0
4184,400.0,,,,
4185,141.0,,,60.0,200.0
4186,500.0,,,100.0,100.0
4187,198.0,,,60.0,200.0
4188,180.0,900.0,3700.0,60.0,400.0
4189,225.0,,,,
4190,150.0,900.0,2600.0,100.0,1000.0
4191,210.0,,,60.0,300.0
4192,246.0,1500.0,4000.0,55.0,500.0
4193,150.0,,,50.0,150.0
4194,400.0,,,50.0,100.0
4195,88.0,,,59.0,250.0
4196,208.0,,,99.0,250.0
4197,200.0,,,,
4198,179.0,,,85.0,250.0
4199,89.0,,,29.0,
4200,200.0,,,,
4201,145.0,950.0,,,150.0
4202,100.0,,,30.0,
4203,70.0,450.0,,15.0,
4204,28.0,,,,
4205,138.0,,,59.0,200.0
4206,125.0,,,50.0,
4207,5500.0,,,,
4208,99.0,,,20.0,
4209,119.0,,,74.0,400.0
4210,150.0,,,,
4211,70.0,,,,
4212,165.0,,,65.0,500.0
4213,150.0,,,40.0,
4214,189.0,,,90.0,500.0
4215,259.0,,,179.0,1000.0
4216,175.0,,,85.0,500.0
4217,110.0,,,50.0,150.0
4218,75.0,,,75.0,200.0
4219,119.0,,,,
4220,50.0,,,,
4221,99.0,,,30.0,100.0
4222,225.0,1575.0,6000.0,75.0,500.0
4223,50.0,,,,
4224,200.0,,,65.0,200.0
4225,200.0,1350.0,5700.0,80.0,500.0
4226,159.0,,,50.0,250.0
4227,65.0,,,20.0,
4228,100.0,,,,
4229,160.0,,,50.0,100.0
4230,199.0,,,150.0,500.0
4231,135.0,,,75.0,250.0
4232,1000.0,,,,
4233,149.0,,,50.0,100.0
4234,62.0,400.0,1500.0,50.0,
4235,500.0,,,50.0,100.0
4236,199.0,,,99.0,100.0
4237,129.0,,,65.0,199.0
4238,139.0,1099.0,,60.0,100.0
4239,37.0,,,,95.0
4240,149.0,,,25.0,
4241,135.0,,,,
4242,95.0,,,40.0,
4243,170.0,800.0,2650.0,100.0,500.0
4244,175.0,,,85.0,500.0
4245,139.0,,,80.0,250.0
4246,236.0,,,85.0,300.0
4247,169.0,,,79.0,250.0
4248,149.0,1250.0,3000.0,150.0,
4249,100.0,,,80.0,150.0
4250,97.0,,,32.0,
4251,129.0,,,,
4252,135.0,800.0,3000.0,55.0,250.0
4253,86.0,700.0,2415.0,75.0,150.0
4254,79.0,,,35.0,
4255,200.0,,,,
4256,65.0,,,75.0,150.0
4257,152.0,,3759.0,,
4258,199.0,,,95.0,200.0
4259,125.0,750.0,,,150.0
4260,180.0,,,80.0,500.0
4261,180.0,,,100.0,
4262,499.0,,,275.0,499.0
4263,280.0,,5192.0,75.0,159.0
4264,325.0,,,110.0,350.0
4265,89.0,,,40.0,100.0
4266,79.0,,,25.0,150.0
4267,175.0,,,25.0,
4268,95.0,550.0,2200.0,75.0,500.0
4269,145.0,,,50.0,
4270,211.0,,4390.0,79.0,150.0
4271,225.0,,,,
4272,125.0,,,15.0,
4273,150.0,,,,2500.0
4274,89.0,,,40.0,
4275,27.0,,,15.0,
4276,399.0,,,150.0,350.0
4277,86.0,,,12.0,
4278,350.0,,,100.0,500.0
4279,137.0,1500.0,4200.0,105.0,250.0
4280,85.0,,,60.0,
4281,160.0,,,75.0,3000.0
4282,151.0,,,75.0,175.0
4283,275.0,,,30.0,
4284,111.0,,,50.0,150.0
4285,79.0,,,30.0,
4286,149.0,,,80.0,
4287,88.0,,,30.0,200.0
4288,165.0,,,70.0,150.0
4289,120.0,,,65.0,150.0
4290,329.0,,10784.0,100.0,1000.0
4291,100.0,,,65.0,
4292,299.0,,,100.0,100.0
4293,80.0,,,,300.0
4294,85.0,,,30.0,
4295,143.0,1112.0,3800.0,55.0,500.0
4296,100.0,,,10.0,100.0
4297,120.0,,,30.0,
4298,200.0,,,80.0,200.0
4299,299.0,1800.0,6700.0,150.0,200.0
4300,50.0,,,10.0,
4301,159.0,,,60.0,0.0
4302,80.0,450.0,1000.0,5.0,
4303,210.0,,,60.0,
4304,199.0,,,75.0,150.0
4305,200.0,1100.0,3500.0,50.0,200.0
4306,69.0,,,15.0,
4307,135.0,,,75.0,250.0
4308,150.0,,,60.0,
4309,99.0,,,30.0,150.0
4310,299.0,,,110.0,
4311,175.0,,,85.0,500.0
4312,300.0,,,120.0,
4313,275.0,,,50.0,345.0
4314,1000.0,,,150.0,200.0
4315,60.0,,,,
4316,120.0,,,50.0,
4317,88.0,,,30.0,150.0
4318,120.0,700.0,1900.0,50.0,
4319,130.0,,,35.0,200.0
4320,139.0,695.0,2700.0,69.0,
4321,65.0,,,,
4322,249.0,,,99.0,250.0
4323,365.0,,,75.0,300.0
4324,145.0,,,75.0,100.0
4325,109.0,,,,
4326,36.0,240.0,750.0,25.0,450.0
4327,85.0,675.0,3000.0,,
4328,324.0,,,95.0,500.0
4329,125.0,609.0,2500.0,50.0,266.0
4330,249.0,,,,1000.0
4331,53.0,,,15.0,200.0
4332,243.0,,,75.0,200.0
4333,155.0,,,75.0,500.0
4334,155.0,1395.0,4750.0,75.0,100.0
4335,80.0,,,75.0,150.0
4336,50.0,,,,
4337,135.0,,,75.0,500.0
4338,140.0,,,100.0,200.0
4339,174.0,,,100.0,100.0
4340,88.0,,,135.0,300.0
4341,89.0,400.0,1200.0,,
4342,50.0,,,,
4343,90.0,,,50.0,
4344,99.0,800.0,3200.0,65.0,200.0
4345,35.0,235.0,735.0,25.0,450.0
4346,77.0,,,25.0,
4347,210.0,1393.0,4299.0,60.0,150.0
4348,184.0,,,79.0,150.0
4349,200.0,,,,100.0
4350,82.0,,,10.0,
4351,300.0,,,175.0,
4352,150.0,,,75.0,
4353,70.0,,,20.0,
