availability_id,availability_30,availability_60,availability_90,availability_365
7204,28,58,88,363
7205,5,17,47,303
7206,16,46,76,351
7207,0,20,50,325
7208,8,30,42,303
7209,11,38,68,330
7210,0,0,0,122
7211,1,31,61,336
7212,0,0,14,14
7213,29,59,89,364
7214,0,1,31,306
7215,25,52,82,172
7216,29,59,89,364
7217,0,0,0,60
7218,11,25,41,284
7219,4,10,18,18
7220,0,0,0,0
7221,16,46,76,351
7222,0,0,0,0
7223,0,0,0,0
7224,0,0,0,122
7225,0,0,0,122
7226,18,35,58,314
7227,2,4,32,41
7228,0,0,9,284
7229,5,17,47,237
7230,8,18,36,270
7231,29,59,89,179
7232,0,0,14,14
7233,0,0,16,177
7234,1,31,61,336
7235,5,19,19,51
7236,4,12,19,68
7237,3,3,7,230
7238,0,0,0,151
7239,0,0,0,271
7240,16,37,63,338
7241,19,46,73,335
7242,9,28,54,264
7243,27,32,60,138
7244,0,0,0,0
7245,0,0,0,0
7246,0,0,0,0
7247,0,0,0,179
7248,1,1,9,9
7249,0,0,0,0
7250,25,51,73,348
7251,13,13,13,278
7252,11,35,65,148
7253,29,59,89,89
7254,0,0,0,0
7255,0,0,10,10
7256,5,5,5,263
7257,9,34,43,127
7258,0,13,28,272
7259,12,42,72,162
7260,7,12,25,25
7261,19,49,70,345
7262,29,59,89,364
7263,10,19,46,62
7264,20,50,80,355
7265,0,3,15,20
7266,30,60,90,90
7267,29,59,89,364
7268,0,0,0,122
7269,11,11,11,11
7270,3,3,3,258
7271,4,15,25,234
7272,30,60,90,365
7273,30,60,90,90
7274,30,60,90,365
7275,22,33,37,302
7276,15,36,59,318
7277,9,39,69,69
7278,0,9,39,39
7279,0,1,31,77
7280,0,0,20,20
7281,30,60,90,365
7282,21,31,31,31
7283,27,51,77,330
7284,30,60,90,365
7285,14,44,74,349
7286,30,60,90,365
7287,13,37,59,334
7288,9,22,22,49
7289,29,59,89,364
7290,10,10,29,29
7291,0,0,0,0
7292,1,22,50,140
7293,27,54,54,298
7294,0,0,0,0
7295,26,56,85,175
7296,26,49,68,338
7297,0,0,0,0
7298,0,0,0,0
7299,30,56,86,361
7300,13,36,43,280
7301,16,46,76,351
7302,0,0,0,0
7303,30,60,90,365
7304,30,60,90,365
7305,0,0,0,0
7306,8,14,24,275
7307,0,0,0,262
7308,11,40,70,345
7309,0,0,0,121
7310,0,0,0,0
7311,0,0,6,6
7312,23,49,79,140
7313,10,38,68,327
7314,5,5,26,114
7315,0,0,0,0
7316,14,21,25,86
7317,23,53,83,358
7318,12,35,58,313
7319,0,0,0,0
7320,30,60,90,365
7321,9,39,63,309
7322,0,0,0,0
7323,23,53,83,83
7324,21,51,81,356
7325,22,22,22,22
7326,0,0,0,72
7327,12,31,61,61
7328,0,7,12,88
7329,1,31,60,60
7330,10,33,62,334
7331,13,13,13,13
7332,0,0,11,286
7333,30,60,90,243
7334,6,6,6,6
7335,0,7,27,27
7336,12,20,50,325
7337,19,46,75,350
7338,8,21,34,291
7339,26,56,86,175
7340,30,59,59,59
7341,30,60,90,365
7342,0,0,2,125
7343,19,43,72,194
7344,8,12,34,293
7345,0,20,42,151
7346,15,39,57,206
7347,9,28,58,333
7348,30,60,90,179
7349,17,47,77,352
7350,4,5,5,276
7351,24,24,24,288
7352,2,3,3,253
7353,30,60,90,365
7354,2,32,62,336
7355,29,59,89,89
7356,14,27,27,148
7357,11,32,42,42
7358,0,0,13,13
7359,3,17,41,309
7360,0,22,22,288
7361,21,51,81,81
7362,24,54,61,61
7363,0,0,0,121
7364,7,16,23,275
7365,21,51,81,81
7366,0,0,0,88
7367,0,0,15,290
7368,14,43,58,331
7369,0,0,0,59
7370,30,60,90,365
7371,28,58,88,363
7372,30,60,88,363
7373,29,55,75,75
7374,8,17,44,281
7375,4,10,23,228
7376,0,0,29,29
7377,29,59,89,364
7378,29,59,89,364
7379,0,21,51,314
7380,30,60,82,332
7381,23,53,83,173
7382,30,60,90,365
7383,0,0,0,121
7384,0,0,20,20
7385,2,2,2,168
7386,15,45,75,350
7387,2,22,24,24
7388,30,60,90,349
7389,28,58,88,363
7390,30,60,90,365
7391,29,59,89,179
7392,8,20,20,20
7393,8,8,8,277
7394,9,9,9,78
7395,5,17,36,121
7396,28,28,28,117
7397,10,31,60,130
7398,0,0,4,200
7399,9,31,61,132
7400,0,0,0,273
7401,0,0,5,5
7402,4,4,4,4
7403,0,0,0,0
7404,12,42,72,347
7405,20,50,80,112
7406,0,0,0,0
7407,2,24,44,295
7408,12,32,38,157
7409,16,16,16,250
7410,2,5,5,250
7411,16,16,16,218
7412,1,22,40,191
7413,23,53,83,173
7414,2,12,36,114
7415,0,0,0,0
7416,3,11,18,90
7417,5,32,32,107
7418,23,50,80,355
7419,9,16,16,286
7420,3,8,19,282
7421,27,57,87,177
7422,30,60,90,90
7423,4,12,17,258
7424,8,13,21,280
7425,13,18,20,20
7426,7,7,9,9
7427,2,26,50,320
7428,30,60,90,365
7429,17,37,58,58
7430,3,22,40,315
7431,5,28,54,321
7432,23,23,23,256
7433,3,6,11,145
7434,29,57,87,177
7435,10,11,11,282
7436,30,44,58,131
7437,11,32,60,150
7438,28,58,88,363
7439,24,54,84,359
7440,30,60,90,180
7441,4,12,16,252
7442,14,35,65,340
7443,6,27,54,319
7444,5,16,24,110
7445,0,0,0,75
7446,0,0,0,121
7447,17,18,47,137
7448,12,42,72,347
7449,24,54,84,84
7450,0,0,0,0
7451,30,60,90,180
7452,26,56,86,361
7453,0,0,0,77
7454,5,35,35,261
7455,24,54,84,174
7456,8,31,59,59
7457,0,0,0,0
7458,1,4,11,281
7459,6,21,45,312
7460,27,57,87,177
7461,20,47,67,244
7462,30,60,90,179
7463,24,54,84,359
7464,27,57,87,362
7465,24,54,84,359
7466,20,20,20,20
7467,0,0,5,280
7468,17,18,47,137
7469,15,34,45,202
7470,21,51,81,356
7471,29,32,32,251
7472,0,0,0,106
7473,28,58,88,363
7474,0,0,0,0
7475,30,60,90,180
7476,27,57,87,362
7477,20,50,80,80
7478,30,60,90,365
7479,29,59,89,364
7480,0,22,52,327
7481,16,38,67,67
7482,20,50,80,169
7483,30,60,90,365
7484,8,38,68,343
7485,11,31,54,143
7486,29,59,89,364
7487,29,59,89,364
7488,0,0,0,8
7489,0,0,0,0
7490,0,0,0,0
7491,19,49,70,142
7492,22,40,64,320
7493,0,11,29,304
7494,30,60,90,365
7495,29,33,39,39
7496,5,5,28,45
7497,30,60,90,365
7498,25,41,56,321
7499,28,58,88,88
7500,0,0,0,0
7501,24,28,29,304
7502,10,37,64,64
7503,30,60,90,365
7504,28,58,88,363
7505,30,60,90,365
7506,30,60,90,365
7507,30,60,90,365
7508,29,59,89,89
7509,21,51,81,356
7510,7,15,20,20
7511,30,60,90,365
7512,30,60,90,365
7513,1,31,61,336
7514,0,0,0,0
7515,7,19,49,49
7516,17,42,67,337
7517,15,41,71,346
7518,14,41,71,346
7519,30,60,90,365
7520,29,59,89,364
7521,29,59,89,364
7522,30,60,90,365
7523,30,60,90,179
7524,7,7,7,26
7525,0,0,0,274
7526,30,60,90,365
7527,30,60,90,179
7528,30,60,90,365
7529,30,60,90,365
7530,0,0,4,279
7531,0,0,14,282
7532,30,60,90,365
7533,0,0,0,217
7534,30,60,90,365
7535,26,56,86,92
7536,29,59,89,89
7537,29,59,89,179
7538,29,59,89,364
7539,29,59,89,364
7540,0,5,5,33
7541,2,32,62,337
7542,0,0,0,267
7543,30,60,90,365
7544,29,59,89,364
7545,29,59,89,364
7546,27,57,87,362
7547,30,56,74,349
7548,30,57,87,362
7549,17,23,53,328
7550,30,60,90,365
7551,23,53,83,83
7552,30,60,90,180
7553,28,58,88,363
7554,7,14,22,282
7555,16,43,68,336
7556,23,53,83,358
7557,0,5,5,164
7558,11,22,34,278
7559,30,54,84,354
7560,30,60,84,359
7561,18,48,62,62
7562,16,34,35,35
7563,20,32,35,119
7564,29,59,89,364
7565,25,41,41,316
7566,29,52,82,272
7567,22,52,82,172
7568,29,59,89,179
7569,28,58,88,363
7570,29,59,89,364
7571,20,39,69,344
7572,27,57,57,270
7573,30,58,58,321
7574,22,50,80,170
7575,30,60,90,365
7576,29,59,89,364
7577,7,25,37,307
7578,29,59,89,89
7579,0,0,0,0
7580,24,43,71,346
7581,0,4,34,37
7582,20,47,74,349
7583,30,60,90,365
7584,30,60,90,365
7585,4,9,15,83
7586,7,24,48,311
7587,20,48,75,350
7588,8,31,56,56
7589,29,59,89,364
7590,0,0,26,301
7591,6,23,38,296
7592,21,51,77,348
7593,1,12,21,110
7594,0,0,0,120
7595,28,58,88,88
7596,26,56,86,361
7597,30,60,90,180
7598,29,59,89,364
7599,29,59,89,179
7600,29,54,84,359
7601,1,10,22,282
7602,14,37,67,342
7603,7,29,55,55
7604,30,60,90,365
7605,4,32,62,337
7606,1,1,1,251
7607,29,59,89,89
7608,15,44,74,74
7609,0,0,9,9
7610,0,2,32,122
7611,29,29,29,274
7612,0,0,1,91
7613,0,1,30,30
7614,30,60,89,89
7615,28,58,88,363
7616,12,12,42,132
7617,3,13,24,109
7618,29,59,89,364
7619,30,60,90,180
7620,30,60,90,180
7621,1,31,61,336
7622,1,31,61,336
7623,30,60,90,365
7624,12,42,72,162
7625,21,33,63,153
7626,0,7,37,37
7627,29,59,89,364
7628,29,59,89,364
7629,30,60,90,365
7630,0,1,31,306
7631,25,55,85,360
7632,19,42,67,190
7633,29,59,89,127
7634,30,60,90,365
7635,13,25,44,319
7636,18,40,68,339
7637,30,60,90,90
7638,0,0,0,90
7639,6,10,14,237
7640,23,23,23,145
7641,0,8,38,313
7642,6,6,19,19
7643,0,0,0,242
7644,0,0,0,18
7645,11,26,43,299
7646,9,9,9,272
7647,27,57,87,362
7648,7,37,67,342
7649,0,1,31,306
7650,0,0,0,90
7651,29,59,87,362
7652,0,1,31,306
7653,7,23,38,115
7654,8,12,21,164
7655,30,60,90,365
7656,0,0,0,0
7657,11,22,30,282
7658,29,59,89,364
7659,0,0,0,88
7660,28,58,88,363
7661,0,0,0,0
7662,30,60,90,365
7663,1,31,61,92
7664,30,60,90,180
7665,0,0,0,0
7666,28,58,88,178
7667,23,23,26,26
7668,25,55,85,360
7669,17,17,17,288
7670,0,0,0,0
7671,0,0,0,243
7672,11,41,63,338
7673,25,55,85,175
7674,27,57,87,228
7675,12,42,72,347
7676,26,56,86,168
7677,28,58,88,363
7678,0,0,30,30
7679,0,0,0,0
7680,15,30,57,319
7681,0,0,0,0
7682,0,0,0,0
7683,0,1,1,13
7684,30,60,90,365
7685,0,0,0,6
7686,30,60,90,180
7687,5,6,11,207
7688,8,8,13,64
7689,0,0,0,0
7690,17,45,45,319
7691,12,39,69,159
7692,30,60,90,365
7693,0,0,0,0
7694,0,0,0,0
7695,11,41,71,346
7696,1,30,30,89
7697,13,38,68,68
7698,15,15,15,91
7699,30,57,87,332
7700,10,33,62,62
7701,1,31,57,57
7702,16,46,76,351
7703,30,60,90,365
7704,19,49,79,354
7705,0,3,33,33
7706,11,41,68,158
7707,0,0,0,0
7708,16,27,27,266
7709,11,39,64,153
7710,2,10,18,22
7711,30,60,90,365
7712,0,0,16,291
7713,0,0,0,0
7714,0,0,0,0
7715,4,4,5,280
7716,29,59,89,364
7717,0,0,9,284
7718,10,19,41,131
7719,13,26,47,322
7720,1,31,61,61
7721,10,11,27,269
7722,28,51,81,209
7723,0,0,30,305
7724,0,15,45,135
7725,20,41,59,316
7726,13,23,39,129
7727,0,30,60,335
7728,0,0,0,0
7729,10,30,56,146
7730,8,38,68,158
7731,8,15,31,101
7732,0,0,7,7
7733,0,0,0,0
7734,0,0,0,0
7735,10,26,56,141
7736,10,29,56,331
7737,0,0,0,0
7738,0,13,38,38
7739,30,60,90,365
7740,6,6,6,75
7741,2,32,62,156
7742,0,0,0,244
7743,0,0,0,0
7744,1,1,22,297
7745,0,18,48,323
7746,16,30,58,317
7747,30,60,90,365
7748,16,46,76,76
7749,0,0,0,0
7750,0,1,31,121
7751,11,21,27,281
7752,16,31,36,280
7753,12,34,45,126
7754,15,34,62,337
7755,14,30,53,328
7756,23,44,74,349
7757,14,40,69,344
7758,0,19,49,139
7759,11,15,45,45
7760,28,28,29,304
7761,2,23,45,135
7762,15,45,75,350
7763,1,31,61,220
7764,14,29,58,139
7765,0,0,0,0
7766,10,33,52,320
7767,0,28,58,58
7768,0,0,0,0
7769,0,0,0,0
7770,0,0,0,0
7771,0,0,0,0
7772,6,9,21,21
7773,0,0,0,0
7774,20,43,73,348
7775,13,37,49,307
7776,0,0,30,305
7777,30,60,90,365
7778,0,0,0,4
7779,0,0,0,0
7780,30,60,90,179
7781,0,0,0,14
7782,7,27,56,56
7783,0,0,0,41
7784,13,42,64,153
7785,15,45,75,80
7786,0,0,0,0
7787,1,7,7,78
7788,21,49,76,76
7789,7,26,27,36
7790,5,12,22,84
7791,11,34,52,108
7792,30,60,90,365
7793,3,8,15,259
7794,20,44,74,349
7795,0,0,0,0
7796,29,59,89,89
7797,5,27,57,332
7798,14,37,58,302
7799,0,14,44,319
7800,8,22,49,111
7801,14,14,44,319
7802,0,0,0,0
7803,11,17,30,292
7804,8,14,23,113
7805,16,46,64,120
7806,25,55,85,360
7807,0,0,0,0
7808,0,15,29,282
7809,0,0,0,1
7810,26,53,83,358
7811,6,19,34,121
7812,0,0,0,121
7813,0,0,23,181
7814,0,0,0,0
7815,7,34,64,64
7816,7,24,54,214
7817,0,0,0,0
7818,5,5,5,38
7819,15,36,56,118
7820,21,31,37,294
7821,0,0,0,0
7822,10,31,61,336
7823,0,0,0,20
7824,30,60,90,90
7825,7,26,56,56
7826,26,56,86,361
7827,27,54,84,174
7828,29,59,89,364
7829,0,0,17,292
7830,29,59,89,89
7831,0,0,0,0
7832,24,40,70,345
7833,0,0,0,0
7834,29,59,89,179
7835,13,29,29,119
7836,30,60,90,365
7837,24,54,84,174
7838,23,53,83,358
7839,0,0,0,0
7840,30,60,90,365
7841,18,42,72,347
7842,30,60,90,365
7843,29,33,63,63
7844,0,0,0,0
7845,20,50,80,80
7846,0,9,39,314
7847,30,60,90,365
7848,0,0,0,0
7849,0,4,11,62
7850,0,0,0,0
7851,0,0,0,0
7852,2,2,2,2
7853,26,56,86,176
7854,0,12,12,225
7855,18,48,78,353
7856,30,60,90,249
7857,28,58,88,178
7858,30,60,90,365
7859,0,0,0,0
7860,29,59,89,364
7861,12,36,66,341
7862,11,41,71,161
7863,25,55,85,175
7864,5,15,23,23
7865,29,59,89,364
7866,26,56,86,176
7867,0,0,0,20
7868,0,0,0,0
7869,0,0,0,0
7870,0,0,0,55
7871,9,18,32,32
7872,29,59,89,364
7873,30,57,57,332
7874,29,59,89,364
7875,23,53,83,358
7876,30,60,90,90
7877,19,35,65,340
7878,6,11,19,89
7879,29,59,89,89
7880,28,58,88,88
7881,1,31,61,120
7882,0,0,0,0
7883,15,36,62,327
7884,12,42,72,347
7885,0,0,0,88
7886,10,23,37,309
7887,21,50,50,325
7888,0,0,0,0
7889,0,0,0,0
7890,5,15,45,45
7891,4,32,62,337
7892,14,27,44,288
7893,1,1,1,1
7894,27,57,87,177
7895,12,42,72,162
7896,0,5,13,31
7897,10,16,16,232
7898,0,0,0,0
7899,0,0,0,0
7900,1,1,1,246
7901,18,18,18,263
7902,23,53,83,173
7903,0,0,0,0
7904,17,32,35,276
7905,30,53,83,83
7906,29,59,89,364
7907,6,6,6,270
7908,16,41,67,327
7909,0,1,25,293
7910,0,0,0,0
7911,0,0,0,0
7912,13,39,69,344
7913,3,6,11,11
7914,0,0,0,0
7915,9,12,26,57
7916,0,0,0,0
7917,9,39,69,344
7918,0,0,0,0
7919,0,0,0,0
7920,0,0,0,0
7921,30,60,90,249
7922,8,35,43,309
7923,16,46,76,351
7924,16,44,74,349
7925,14,30,60,60
7926,30,60,90,151
7927,24,49,76,76
7928,1,7,18,91
7929,6,36,66,341
7930,0,0,0,0
7931,9,18,32,280
7932,9,25,37,282
7933,29,31,61,336
7934,3,3,6,6
7935,15,44,74,163
7936,21,51,81,356
7937,0,0,0,0
7938,30,60,90,365
7939,30,60,90,365
7940,9,29,52,323
7941,30,60,90,365
7942,29,59,89,179
7943,11,29,54,325
7944,0,26,41,314
7945,27,57,87,87
7946,9,26,39,294
7947,30,60,90,365
7948,0,0,0,0
7949,0,0,0,0
7950,14,31,58,58
7951,4,30,55,330
7952,0,0,0,0
7953,0,0,0,0
7954,4,34,56,139
7955,30,60,90,365
7956,19,49,79,168
7957,29,59,89,364
7958,17,17,31,306
7959,0,0,0,0
7960,0,4,26,46
7961,26,48,71,157
7962,8,27,52,316
7963,6,36,66,341
7964,0,28,58,333
7965,2,32,62,337
7966,13,38,64,320
7967,0,0,0,0
7968,5,5,24,24
7969,13,13,16,16
7970,23,46,76,351
7971,0,1,27,302
7972,23,24,26,301
7973,0,0,0,0
7974,0,7,7,178
7975,30,60,90,365
7976,26,53,83,173
7977,1,1,1,1
7978,0,2,32,307
7979,30,60,90,365
7980,12,40,69,344
7981,13,43,73,163
7982,1,2,32,32
7983,13,43,73,329
7984,30,60,90,180
7985,0,8,38,313
7986,0,0,0,0
7987,5,5,10,150
7988,0,0,0,0
7989,6,6,15,30
7990,0,0,0,0
7991,14,38,68,68
7992,0,0,0,0
7993,29,59,89,364
7994,1,10,10,10
7995,8,20,27,95
7996,29,59,89,364
7997,18,39,69,344
7998,13,28,58,333
7999,13,43,73,163
8000,6,23,39,299
8001,3,10,23,23
8002,0,0,0,0
8003,0,0,0,0
8004,3,10,14,239
8005,0,0,0,0
8006,0,0,0,0
8007,2,11,21,260
8008,3,10,23,275
8009,25,45,75,350
8010,2,2,4,37
8011,3,9,11,248
8012,16,16,16,16
8013,0,0,20,295
8014,13,32,52,52
8015,30,60,90,365
8016,22,22,22,271
8017,25,55,85,146
8018,18,42,72,72
8019,0,0,0,0
8020,4,31,61,336
8021,1,31,61,151
8022,5,31,61,151
8023,0,0,0,116
8024,13,43,73,348
8025,24,54,84,289
8026,29,59,89,89
8027,6,23,36,297
8028,28,58,88,88
8029,8,32,61,336
8030,11,37,52,327
8031,30,60,90,90
8032,17,18,18,282
8033,30,60,90,90
8034,0,0,0,0
8035,0,0,0,0
8036,30,60,90,365
8037,8,36,66,341
8038,9,30,60,91
8039,29,59,89,364
8040,6,18,18,18
8041,5,26,56,325
8042,0,0,0,0
8043,0,0,0,0
8044,4,34,64,86
8045,26,56,86,86
8046,14,35,65,155
8047,26,55,85,169
8048,15,45,75,165
8049,29,59,89,179
8050,5,5,35,306
8051,13,31,51,232
8052,27,57,87,87
8053,26,28,53,328
8054,22,22,22,22
8055,0,0,0,0
8056,0,0,0,15
8057,0,0,5,61
8058,30,60,90,365
8059,30,60,90,365
8060,13,43,73,348
8061,29,29,29,29
8062,5,15,24,258
8063,13,30,52,321
8064,7,13,29,285
8065,14,44,74,349
8066,19,27,30,157
8067,0,0,0,0
8068,0,0,0,0
8069,2,25,55,330
8070,13,24,32,297
8071,30,60,90,365
8072,28,58,88,363
8073,28,58,88,363
8074,0,0,0,182
8075,29,59,89,89
8076,8,29,59,334
8077,9,25,26,301
8078,9,9,12,201
8079,0,0,0,0
8080,0,0,0,0
8081,20,46,76,76
8082,0,0,0,0
8083,0,0,0,270
8084,14,34,42,289
8085,4,14,31,102
8086,7,7,7,129
8087,5,7,7,23
8088,1,31,61,336
8089,29,29,29,29
8090,9,30,60,141
8091,8,9,9,25
8092,24,51,81,356
8093,24,54,84,359
8094,28,58,88,363
8095,10,31,58,333
8096,0,0,0,148
8097,22,52,82,357
8098,26,56,86,361
8099,0,1,1,161
8100,0,0,0,255
8101,10,36,61,336
8102,30,60,90,365
8103,0,0,0,0
8104,6,8,9,9
8105,17,47,77,347
8106,30,60,90,365
8107,0,6,6,128
8108,0,0,0,0
8109,30,60,90,365
8110,5,27,51,132
8111,0,0,0,262
8112,0,5,8,271
8113,28,55,85,146
8114,28,58,88,88
8115,26,56,84,359
8116,30,60,90,180
8117,1,31,61,61
8118,21,47,77,352
8119,7,25,52,326
8120,0,0,0,151
8121,19,49,79,79
8122,0,11,30,305
8123,25,55,85,360
8124,30,60,90,365
8125,30,60,90,151
8126,30,60,90,365
8127,13,37,61,334
8128,0,0,0,213
8129,28,55,85,144
8130,0,0,0,0
8131,8,28,48,130
8132,0,23,53,53
8133,30,32,59,59
8134,0,0,0,0
8135,13,35,59,149
8136,20,20,20,20
8137,0,0,0,0
8138,28,48,78,353
8139,0,0,14,104
8140,29,59,89,179
8141,30,53,83,358
8142,13,38,68,68
8143,13,41,71,346
8144,20,50,80,355
8145,30,60,89,89
8146,0,0,2,277
8147,20,50,80,355
8148,19,49,79,169
8149,9,34,47,297
8150,30,60,90,365
8151,0,0,0,0
8152,27,53,81,353
8153,18,18,18,201
8154,30,60,90,364
8155,0,0,0,181
8156,0,1,31,306
8157,30,60,90,365
8158,5,5,5,5
8159,4,17,29,284
8160,11,39,69,344
8161,6,32,62,148
8162,4,13,26,258
8163,0,0,0,0
8164,2,2,2,2
8165,0,0,0,242
8166,13,43,73,162
8167,20,50,79,79
8168,10,17,25,286
8169,8,37,43,43
8170,0,0,0,0
8171,24,54,83,83
8172,5,13,22,209
8173,0,0,0,0
8174,12,36,65,65
8175,16,16,25,25
8176,2,11,20,20
8177,10,37,67,128
8178,0,8,8,34
8179,9,25,37,37
8180,30,60,90,230
8181,0,0,0,0
8182,0,28,58,147
8183,0,0,0,0
8184,27,57,87,362
8185,9,24,33,301
8186,30,60,90,365
8187,0,0,0,139
8188,0,0,0,62
8189,22,25,25,238
8190,29,59,89,364
8191,0,0,20,88
8192,30,60,90,365
8193,12,27,50,140
8194,24,54,84,174
8195,30,60,90,179
8196,0,1,2,247
8197,20,50,80,80
8198,30,60,90,90
8199,25,55,85,175
8200,30,60,90,365
8201,24,54,84,174
8202,29,59,89,151
8203,22,52,82,172
8204,9,23,42,42
8205,5,32,62,337
8206,0,0,0,0
8207,0,0,0,84
8208,27,55,85,85
8209,12,36,66,341
8210,0,0,0,275
8211,3,3,10,285
8212,1,1,2,210
8213,20,50,80,80
8214,4,21,21,262
8215,5,5,5,5
8216,20,50,80,112
8217,29,59,89,180
8218,30,60,90,365
8219,0,14,40,284
8220,12,28,58,333
8221,23,51,77,352
8222,20,43,73,348
8223,4,4,4,87
8224,9,18,31,31
8225,0,0,20,20
8226,0,0,0,0
8227,3,10,14,14
8228,0,0,0,269
8229,0,27,57,57
8230,0,0,15,15
8231,4,4,4,14
8232,0,0,0,0
8233,29,59,89,364
8234,0,0,0,121
8235,3,5,10,190
8236,30,45,75,350
8237,29,59,89,364
8238,2,6,9,9
8239,18,32,46,46
8240,11,28,56,320
8241,0,22,52,327
8242,6,36,66,341
8243,0,0,0,0
8244,0,0,0,0
8245,26,26,26,26
8246,22,52,82,172
8247,0,0,0,243
8248,0,0,17,241
8249,10,40,48,304
8250,3,7,30,218
8251,14,17,41,131
8252,13,38,45,135
8253,4,14,29,29
8254,11,11,11,11
8255,15,33,63,338
8256,8,35,65,126
8257,19,36,57,325
8258,7,17,33,33
8259,5,28,42,135
8260,14,22,43,309
8261,0,0,2,92
8262,0,0,0,0
8263,17,26,37,289
8264,10,19,38,177
8265,0,0,0,0
8266,1,31,61,93
8267,30,60,90,365
8268,8,18,44,44
8269,26,45,75,350
8270,4,34,64,339
8271,20,38,44,302
8272,30,60,90,365
8273,25,54,84,359
8274,3,5,8,99
8275,0,1,31,306
8276,30,60,90,365
8277,30,60,90,365
8278,15,40,70,329
8279,24,24,33,33
8280,19,45,51,265
8281,0,0,0,0
8282,6,6,6,6
8283,12,22,46,321
8284,29,59,89,364
8285,30,60,90,365
8286,0,0,0,0
8287,29,59,89,364
8288,27,57,87,87
8289,13,38,68,130
8290,25,49,79,354
8291,29,59,89,364
8292,30,60,90,365
8293,0,0,0,22
8294,0,0,0,0
8295,1,13,13,135
8296,29,59,89,179
8297,30,60,90,365
8298,29,49,51,319
8299,30,60,90,180
8300,29,40,40,298
8301,0,0,0,0
8302,0,0,0,256
8303,9,16,32,32
8304,19,19,19,141
8305,4,24,54,115
8306,0,0,0,0
8307,21,34,34,34
8308,19,26,31,31
8309,0,0,0,136
8310,0,0,0,0
8311,29,59,89,89
8312,1,1,4,279
8313,21,42,68,324
8314,0,0,0,0
8315,12,37,59,149
8316,30,60,90,180
8317,5,24,54,312
8318,27,42,42,250
8319,3,12,18,233
8320,0,0,0,200
8321,29,52,82,357
8322,0,0,0,0
8323,29,59,89,89
8324,30,60,90,365
8325,0,16,46,46
8326,0,1,1,1
8327,27,50,72,347
8328,15,40,61,333
8329,0,0,0,0
8330,30,60,90,365
8331,4,16,46,136
8332,23,53,83,358
8333,1,1,13,288
8334,0,30,60,335
8335,1,31,61,151
8336,0,0,7,243
8337,0,0,0,0
8338,6,11,11,63
8339,26,56,86,361
8340,0,1,31,306
8341,17,33,52,327
8342,4,5,5,127
8343,25,55,85,349
8344,3,14,14,14
8345,0,0,0,0
8346,0,26,56,119
8347,18,48,78,353
8348,15,17,17,70
8349,25,55,73,348
8350,1,31,61,301
8351,0,11,41,316
8352,12,27,53,318
8353,2,4,14,206
8354,0,0,0,0
8355,11,26,49,162
8356,8,17,28,284
8357,23,51,81,171
8358,23,51,81,171
8359,24,50,50,321
8360,30,59,59,59
8361,9,25,55,330
8362,25,55,85,360
8363,0,22,27,226
8364,16,32,62,152
8365,0,28,58,154
8366,7,27,40,115
8367,3,3,3,124
8368,5,5,10,16
8369,27,44,48,310
8370,30,60,90,365
8371,0,0,0,0
8372,9,16,24,92
8373,2,32,62,337
8374,17,35,65,65
8375,30,60,90,365
8376,30,60,90,180
8377,11,41,71,346
8378,29,54,84,174
8379,0,0,0,252
8380,23,47,77,150
8381,2,10,12,209
8382,0,0,0,0
8383,6,36,66,341
8384,16,16,16,291
8385,17,40,66,132
8386,22,37,67,342
8387,0,11,41,41
8388,3,11,22,158
8389,21,29,29,29
8390,0,0,0,0
8391,30,60,90,365
8392,0,0,0,0
8393,30,60,90,179
8394,30,60,90,365
8395,13,29,59,313
8396,13,30,44,310
8397,28,58,88,363
8398,30,60,90,365
8399,30,60,90,365
8400,30,60,90,365
8401,0,0,0,0
8402,29,59,89,364
8403,0,0,0,5
8404,0,0,0,32
8405,6,6,6,6
8406,1,18,48,48
8407,15,16,46,319
8408,0,0,0,0
8409,30,60,90,365
8410,19,41,63,328
8411,14,34,53,325
8412,17,47,77,77
8413,18,39,69,151
8414,1,15,44,44
8415,27,57,87,362
8416,29,59,89,364
8417,0,0,0,0
8418,8,28,58,148
8419,0,0,0,0
8420,0,0,0,183
8421,8,10,13,91
8422,0,0,0,0
8423,26,26,26,290
8424,1,5,14,67
8425,2,23,53,143
8426,30,60,90,90
8427,3,33,63,338
8428,0,0,0,0
8429,21,51,81,81
8430,29,41,41,307
8431,27,57,87,362
8432,4,19,47,105
8433,12,31,59,323
8434,30,60,90,365
8435,25,55,85,342
8436,30,60,90,365
8437,19,49,79,354
8438,12,33,33,274
8439,22,49,77,77
8440,30,60,90,365
8441,20,48,78,168
8442,30,60,90,365
8443,0,0,0,0
8444,30,60,90,365
8445,0,0,0,0
8446,1,31,61,336
8447,0,0,0,0
8448,0,0,2,2
8449,0,3,8,279
8450,0,0,0,214
8451,0,0,0,0
8452,22,41,71,346
8453,0,0,0,0
8454,0,0,0,0
8455,22,49,79,79
8456,18,48,78,353
8457,18,43,70,345
8458,30,60,90,365
8459,0,0,0,0
8460,0,0,0,0
8461,3,3,3,3
8462,25,55,85,85
8463,27,57,87,87
8464,30,60,90,365
8465,0,0,0,0
8466,29,59,89,364
8467,30,60,90,180
8468,0,0,0,0
8469,28,58,88,363
8470,29,59,89,364
8471,0,0,0,0
8472,0,0,0,0
8473,0,0,0,0
